rarity,imageUrl,tcgplayerUrl,tcg_product_id
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/230285_200w.jpg,https://www.tcgplayer.com/product/230285/yugioh-legendary-duelists-season-2-blackwing-full-armor-master,230285
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/206963_200w.jpg,https://www.tcgplayer.com/product/206963/yugioh-the-lost-art-promotion-super-rejuvenation,206963
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/216501_200w.jpg,https://www.tcgplayer.com/product/216501/yugioh-the-lost-art-promotion-offerings-to-the-doomed,216501
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/228627_200w.jpg,https://www.tcgplayer.com/product/228627/yugioh-genesis-impact-zoroa-the-magistus-of-flame,228627
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/227910_200w.jpg,https://www.tcgplayer.com/product/227910/yugioh-speed-duel-battle-city-box-metaverse-secret,227910
Secret Rare,https://tcgplayer-cdn.tcgplayer.com/product/228070_200w.jpg,https://www.tcgplayer.com/product/228070/yugioh-speed-duel-battle-city-box-cosmic-cyclone-secret,228070
Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227421_200w.jpg,https://www.tcgplayer.com/product/227421/yugioh-maximum-gold-tour-guide-from-the-underworld-alternate-art,227421
Premium Gold Rare,https://tcgplayer-cdn.tcgplayer.com/product/227419_200w.jpg,https://www.tcgplayer.com/product/227419/yugioh-maximum-gold-droll-and-lock-bird,227419
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/220688_200w.jpg,https://www.tcgplayer.com/product/220688/yugioh-2020-tin-of-lost-memories-fantastical-dragon-phantazmay,220688
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/220928_200w.jpg,https://www.tcgplayer.com/product/220928/yugioh-2020-tin-of-lost-memories-unchained-soul-of-rage,220928
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/220942_200w.jpg,https://www.tcgplayer.com/product/220942/yugioh-2020-tin-of-lost-memories-abominations-prison,220942
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/218918_200w.jpg,https://www.tcgplayer.com/product/218918/yugioh-rise-of-the-duelist-infernoble-knight-emperor-charles,218918
Common,https://tcgplayer-cdn.tcgplayer.com/product/217434_200w.jpg,https://www.tcgplayer.com/product/217434/yugioh-legendary-duelists-season-1-red-eyes-insight,217434
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/215388_200w.jpg,https://www.tcgplayer.com/product/215388/yugioh-toon-chaos-immortal-phoenix-gearfried,215388
Super Rare,https://tcgplayer-cdn.tcgplayer.com/product/216685_200w.jpg,https://www.tcgplayer.com/product/216685/yugioh-ots-tournament-pack-13-token-generaider,216685
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/221528_200w.jpg,https://www.tcgplayer.com/product/221528/yugioh-dragons-of-legend-the-complete-series-dark-magician-girl-the-dragon-knight,221528
Ultra Rare,https://tcgplayer-cdn.tcgplayer.com/product/213335_200w.jpg,https://www.tcgplayer.com/product/213335/yugioh-eternity-code-loptr-shadow-of-the-generaider-bosses,213335
