date,difference,first_date,first_price,high,last_date,last_price,low,market,mid,name,number,p_change,period,product_id,set_name,sub_type,tcg_product_id,updated_at
2023-09-23 10:04:37.945408,0.835,2023-04-04 00:00:00.000000,0.275,3.99,2023-10-01 00:00:00.000000,1.11,0.5,0.54,3.69,Superheavy Samurai Soulclaw,MP16-EN112,0.7522522522522522,180,2002,2016 Mega-Tins Mega Pack,Unlimited,122409,2016-09-02 00:00:00+00:00
2023-09-21 10:18:50.543555,1.16,2023-04-04 00:00:00.000000,0.56,4.0,2023-10-01 00:00:00.000000,1.72,1.49,1.72,2.87,Satellarknight Skybridge,MP15-EN102,0.6744186046511628,180,18010,2015 Mega-Tins Mega Pack,1st Edition,105240,2015-09-18 00:00:00+00:00
2023-09-16 10:11:00.241534,1.26,2023-04-04 00:00:00.000000,0.91,5.41,2023-10-01 00:00:00.000000,2.17,1.14,2.2,2.37,"Bi'an, Earth of the Yang Zing",MP15-EN084,0.5806451612903226,180,7726,2015 Mega-Tins Mega Pack,1st Edition,105222,2015-09-18 00:00:00+00:00
2023-06-12 11:07:27.288991,0.99,2023-04-04 00:00:00.000000,0.97,1.98,2023-10-01 00:00:00.000000,1.96,0.17,1.41,0.5,Raidraptor - Rise Falcon,SP15-EN037,0.5051020408163265,180,4363,Star Pack ARC-V,1st Edition,99836,2015-06-12 00:00:00+00:00
2023-08-21 11:25:49.498953,1.76,2023-04-04 00:00:00.000000,0.6,9.98,2023-10-01 00:00:00.000000,2.36,0.5,1.88,1.47,Supay,LC5D-EN225,0.7457627118644068,180,28283,Legendary Collection 5D's Mega Pack,1st Edition,94060,2014-10-23 00:00:00+00:00
2023-08-21 11:25:49.451967,0.79,2023-04-04 00:00:00.000000,0.76,6.98,2023-10-01 00:00:00.000000,1.55,0.97,1.58,1.62,Fire Ant Ascator,LC5D-EN224,0.5096774193548387,180,28282,Legendary Collection 5D's Mega Pack,1st Edition,94059,2014-10-23 00:00:00+00:00
2023-06-24 11:17:12.204734,1.22,2023-04-04 00:00:00.000000,0.48,6.67,2023-10-01 00:00:00.000000,1.7,0.26,2.15,2.46,Satellarknight Skybridge,DUEA-EN058,0.7176470588235294,180,17828,Duelist Alliance,1st Edition,92399,2014-08-15 00:00:00+00:00
2023-07-02 11:09:28.267190,1.45,2023-04-04 00:00:00.000000,0.995,5.25,2023-10-01 00:00:00.000000,2.445,3.5,4.78,4.0,"Bi'an, Earth of the Yang Zing",DUEA-EN029,0.5930470347648262,180,7437,Duelist Alliance,Unlimited,92352,2014-08-15 00:00:00+00:00
2023-07-02 11:09:34.385801,2.62,2023-04-04 00:00:00.000000,0.875,6.0,2023-10-01 00:00:00.000000,3.495,2.0,5.06,4.05,"Suanni, Fire of the Yang Zing",DUEA-EN028,0.7496423462088698,180,7571,Duelist Alliance,Unlimited,92351,2014-08-15 00:00:00+00:00
2023-09-15 10:16:03.333408,1.02,2023-04-04 00:00:00.000000,0.47,4.99,2023-10-01 00:00:00.000000,1.49,0.45,1.49,0.88,"Valhalla, Hall of the Fallen (Shatterfoil)",BP03-EN154,0.6845637583892618,180,17097,Battle Pack 3: Monster League,1st Edition,92086,2014-07-25 00:00:00+00:00
